duration,resolution_status,issue_category,csat,bot_effectiveness,transfer_reason,friction_points,summary_text,sentiment
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
9,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
9,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
7,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
8,,,,,,,,Neutral
9,,,,,,,,Neutral
9,,,,,,,,Neutral
9,,,,,,,,Neutral
9,,,,,,,,Neutral
8,,,,,,,,Neutral
25,,,,,,,The customer said they were not followed. No other information or intent was provided.,Positive
67,,,,,,,The customer expressed frustration that their previous calls were repeatedly disconnected. They indicated they had already explained their issue multiple times without resolution.,Negative
163,,,,,,,"The customer asked about her order status and refund process, confirming she had not cancelled her order. She acknowledged the explanation, expressed satisfaction, and ended the call positively.",Neutral
40,,,,,,,,Neutral
153,,,,,,,The customer inquired about the delivery status of their order but was unable to view it. They mentioned the call was from a non-registered number and agreed to call back using the registered phone number.,Neutral
214,,,,,,,The customer reported canceling an order due to the wrong address but has not received the refund yet. They asked to speak with an agent believing they were talking to an AI assistant.,Negative
3,,,,,,,,Neutral
75,,,,,,,The customer confirmed the query was about their recent order and mentioned wanting to speak with an expert. They also stated they wanted to speak through a generated call.,Positive
148,Transferred to Human,Cancellation,4.0,Medium,Policy restriction (Human required),Customer disappointment over missing BOGO offer but accepted escalation without frustration,"The customer reported that their order was cancelled without notification and wanted to reorder it under the previous Buy One Get One offer. The bot explained the offer was expired and escalated the case to a senior agent for potential resolution, with the customer agreeing to the transfer.",Negative
297,,,,,,,Customer reported receiving a wrong product instead of the ordered items and requested to exchange it. He confirmed payment via cash on delivery and asked for refund and return link on WhatsApp.,Negative
25,,,,,,,The customer ended the call without sharing any details or concern. They did not discuss or confirm any event or information sharing.,Negative
155,,,,,,,The customer mentioned that his order placed on May 17 has not been delivered despite the estimated date being May 19. He stated he has not received any tracking ID and wants to speak with customer care for help tracking it.,Neutral
178,,,,,,,The customer mentioned that their order has not been delivered yet and shared the order number 3549988 for checking. They expressed concern about a pending product from their order.,Negative
